Especie,Longitud,Latitud
Patagona gigas,-71.31671900000,-33.35978200000
Patagona gigas,-71.31253400000,-29.97653400000
Patagona gigas,-71.30913400000,-30.75411100000
Patagona gigas,-71.30855700000,-31.64238500000
Patagona gigas,-71.30747000000,-31.66177600000
Patagona gigas,-71.30713800000,-29.51556400000
Patagona gigas,-71.30337800000,-34.27731000000
Patagona gigas,-71.30300800000,-32.70942000000
Patagona gigas,-71.30233700000,-34.27814100000
Patagona gigas,-71.30126900000,-33.08471000000
Patagona gigas,-71.29968200000,-29.57299500000
Patagona gigas,-71.29633400000,-29.82126100000
Patagona gigas,-71.29615200000,-34.06495400000
Patagona gigas,-71.29526100000,-29.66993200000
Patagona gigas,-71.29011600000,-33.36770900000
Patagona gigas,-71.28664700000,-30.09115100000
Patagona gigas,-71.28659200000,-32.54659600000
Patagona gigas,-71.28543000000,-29.81636100000
Patagona gigas,-71.28534800000,-29.82158300000
Patagona gigas,-71.27204400000,-32.98266400000
Patagona gigas,-71.27156400000,-33.36974400000
Patagona gigas,-71.26539200000,-33.39088900000
Patagona gigas,-71.26401900000,-31.69384900000
Patagona gigas,-71.26015100000,-29.89411300000
Patagona gigas,-71.25992100000,-29.45136500000
Patagona gigas,-71.25869700000,-31.68567400000
Patagona gigas,-71.25738200000,-29.97071100000
Patagona gigas,-71.25495600000,-29.90302300000
Patagona gigas,-71.25455600000,-30.85517600000
Patagona gigas,-71.25358700000,-33.39804700000
Patagona gigas,-71.25322600000,-33.93017300000
Patagona gigas,-71.25091900000,-33.03244300000
Patagona gigas,-71.24997300000,-32.70512600000
Patagona gigas,-71.24576400000,-30.49253200000
Patagona gigas,-71.24407900000,-29.91902200000
Patagona gigas,-71.24191300000,-29.91965500000
Patagona gigas,-71.24138400000,-33.88695000000
Patagona gigas,-71.23867700000,-29.92495100000
Patagona gigas,-71.23751900000,-32.61030200000
Patagona gigas,-71.23706800000,-32.61067600000
Patagona gigas,-71.23666600000,-33.76516000000
Patagona gigas,-71.23288400000,-32.07181100000
Patagona gigas,-71.23156400000,-32.44933300000
Patagona gigas,-71.23088000000,-29.92701100000
Patagona gigas,-71.23071100000,-29.68915200000
Patagona gigas,-71.23034100000,-29.94857600000
Patagona gigas,-71.22853300000,-32.87850300000
Patagona gigas,-71.22771300000,-32.07326600000
Patagona gigas,-71.22419400000,-29.93864100000
Patagona gigas,-71.22320600000,-34.00646900000
Patagona gigas,-71.22253500000,-29.97599000000
Patagona gigas,-71.22206400000,-29.94716000000
Patagona gigas,-71.21892800000,-29.95979100000
Patagona gigas,-71.21869800000,-29.94676800000
Patagona gigas,-71.21820700000,-29.94348200000
Patagona gigas,-71.21681200000,-33.09689900000
Patagona gigas,-71.21661900000,-32.65162500000
Patagona gigas,-71.21631300000,-30.13801700000
Patagona gigas,-71.21166500000,-29.79572200000
Patagona gigas,-71.20688800000,-29.69888100000
Patagona gigas,-71.20677000000,-36.09881700000
Patagona gigas,-71.20288100000,-34.07231700000
Patagona gigas,-71.20219900000,-33.26438400000
Patagona gigas,-71.20020400000,-28.44816600000
Patagona gigas,-71.19973200000,-31.46205400000
Patagona gigas,-71.19902900000,-31.64458200000
Patagona gigas,-71.19853600000,-29.32721900000
Patagona gigas,-71.19816300000,-35.66889600000
Patagona gigas,-71.19346600000,-33.00601900000
Patagona gigas,-71.19236100000,-31.78388900000
Patagona gigas,-71.19151300000,-30.09653600000
Patagona gigas,-71.19138000000,-29.61552700000
Patagona gigas,-71.18928200000,-32.84115100000
Patagona gigas,-71.18891900000,-32.99744100000
Patagona gigas,-71.18787200000,-30.56536800000
Patagona gigas,-71.18732600000,-31.27759200000
Patagona gigas,-71.18699600000,-32.88845600000
Patagona gigas,-71.18696300000,-32.98971600000
Patagona gigas,-71.18652000000,-32.99019500000
Patagona gigas,-71.18621100000,-32.99543200000
Patagona gigas,-71.18539800000,-32.61429100000
Patagona gigas,-71.18524000000,-32.99481600000
Patagona gigas,-71.18175600000,-33.37395700000
Patagona gigas,-71.18175000000,-32.99050600000
Patagona gigas,-71.17962900000,-32.98880400000
Patagona gigas,-71.17893400000,-32.79397300000
Patagona gigas,-71.17833800000,-29.90780000000
Patagona gigas,-71.17767300000,-28.47091700000
Patagona gigas,-71.17698700000,-33.00376900000
Patagona gigas,-71.17539900000,-29.89291800000
Patagona gigas,-71.17301900000,-30.59055000000
Patagona gigas,-71.17063500000,-29.89312800000
Patagona gigas,-71.16987300000,-31.47012300000
Patagona gigas,-71.16900400000,-29.89453200000
Patagona gigas,-71.16859100000,-33.21074000000
Patagona gigas,-71.16773800000,-29.57760000000
Patagona gigas,-71.16769500000,-32.08656100000
Patagona gigas,-71.16765300000,-33.17441300000
Patagona gigas,-71.16601500000,-31.63407500000
Patagona gigas,-71.16519400000,-31.63127300000
Patagona gigas,-71.16472100000,-31.63540400000
Patagona gigas,-71.16448500000,-31.61984000000
Patagona gigas,-71.16405300000,-33.21547000000
Patagona gigas,-71.16316300000,-33.21902400000
Patagona gigas,-71.16303900000,-33.21685200000
Patagona gigas,-71.16255800000,-34.07144900000
Patagona gigas,-71.16065700000,-33.68991900000
Patagona gigas,-71.15911200000,-32.14773400000
Patagona gigas,-71.15414500000,-30.20292300000
Patagona gigas,-71.15389600000,-33.02710600000
Patagona gigas,-71.15351500000,-32.16532600000
Patagona gigas,-71.15209600000,-32.99217900000
Patagona gigas,-71.15151900000,-31.90277600000
Patagona gigas,-71.15021300000,-29.71740500000
Patagona gigas,-71.14881300000,-29.74135200000
Patagona gigas,-71.14472500000,-32.98661800000
Patagona gigas,-71.14401200000,-29.94650300000
Patagona gigas,-71.14235400000,-33.78093100000
Patagona gigas,-71.14059400000,-33.41553800000
Patagona gigas,-71.14007900000,-29.98646000000
Patagona gigas,-71.13761200000,-32.25188500000
Patagona gigas,-71.13709700000,-35.17818000000
Patagona gigas,-71.13692500000,-32.98568700000
Patagona gigas,-71.13497500000,-31.93183200000
Patagona gigas,-71.13467600000,-34.76071400000
Patagona gigas,-71.13389000000,-32.98277800000
Patagona gigas,-71.13331400000,-32.53625000000
Patagona gigas,-71.13207600000,-32.98186600000
Patagona gigas,-71.13146500000,-32.98194600000
Patagona gigas,-71.13081000000,-33.00204100000
Patagona gigas,-71.13027300000,-32.98284300000
Patagona gigas,-71.12946900000,-33.40261500000
Patagona gigas,-71.12942600000,-33.40975300000
Patagona gigas,-71.12699000000,-33.00286900000
Patagona gigas,-71.12600300000,-33.00297700000
Patagona gigas,-71.12583200000,-28.16251900000
Patagona gigas,-71.12541000000,-33.00359200000
Patagona gigas,-71.12419900000,-29.96750800000
Patagona gigas,-71.12239800000,-29.95328700000
Patagona gigas,-71.11885800000,-30.63246000000
Patagona gigas,-71.11844200000,-28.24642900000
Patagona gigas,-71.11727100000,-31.58715200000
Patagona gigas,-71.11192700000,-32.98436100000
Patagona gigas,-71.11178000000,-33.05053400000
Patagona gigas,-71.11144600000,-33.00091800000
Patagona gigas,-71.10766700000,-31.38865900000
Patagona gigas,-71.10680900000,-31.50998700000
Patagona gigas,-71.10643300000,-32.96244700000
Patagona gigas,-71.10488900000,-32.91504400000
Patagona gigas,-71.10272800000,-33.06906600000
Patagona gigas,-71.09896100000,-34.03204900000
Patagona gigas,-71.09588600000,-32.97695000000
Patagona gigas,-71.08999700000,-31.01476400000
Patagona gigas,-71.08849500000,-31.96075500000
Patagona gigas,-71.08785100000,-32.90913600000
Patagona gigas,-71.08665000000,-30.22633300000
Patagona gigas,-71.08656400000,-30.22636000000
Patagona gigas,-71.08562000000,-32.92737300000
Patagona gigas,-71.08441800000,-31.96011800000
Patagona gigas,-71.07986500000,-32.93293500000
Patagona gigas,-71.07832400000,-32.95514200000
Patagona gigas,-71.07793800000,-33.07543200000
Patagona gigas,-71.07685000000,-32.93386600000
Patagona gigas,-71.07360200000,-32.97215600000
Patagona gigas,-71.07359600000,-32.97212400000
Patagona gigas,-71.07055700000,-30.06909400000
Patagona gigas,-71.06934400000,-30.95576600000
Patagona gigas,-71.06905100000,-33.05039300000
Patagona gigas,-71.05862600000,-33.92080400000
Patagona gigas,-71.05819700000,-31.48820700000
Patagona gigas,-71.05630900000,-34.18667200000
Patagona gigas,-71.05468600000,-29.99612400000
Patagona gigas,-71.05373400000,-33.95019500000
Patagona gigas,-71.05320600000,-33.93519100000
Patagona gigas,-71.05199600000,-33.49358000000
Patagona gigas,-71.05166400000,-33.05931500000
Patagona gigas,-71.04917400000,-31.03091100000
Patagona gigas,-71.04814900000,-33.96616600000
Patagona gigas,-71.04197500000,-30.01049000000
Patagona gigas,-71.04112500000,-29.98451600000
Patagona gigas,-71.03859000000,-30.00787700000
Patagona gigas,-71.03613800000,-32.82680800000
Patagona gigas,-71.02729800000,-31.45246700000
Patagona gigas,-71.02350000000,-32.43414200000
Patagona gigas,-71.01989200000,-31.99780900000
Patagona gigas,-71.01925000000,-33.06600000000
Patagona gigas,-71.01847900000,-30.04031500000
Patagona gigas,-71.01796400000,-33.21039800000
Patagona gigas,-71.01774900000,-33.07287900000
Patagona gigas,-71.01734700000,-29.73360300000
Patagona gigas,-71.01722400000,-29.73508500000
Patagona gigas,-71.01669800000,-30.03660100000
Patagona gigas,-71.01618300000,-33.06593800000
Patagona gigas,-71.01506700000,-33.06543500000
Patagona gigas,-71.01439100000,-30.71103200000
Patagona gigas,-71.01412900000,-33.01019400000
Patagona gigas,-71.01373700000,-32.97619600000
Patagona gigas,-71.01286800000,-30.88321400000
Patagona gigas,-71.01256400000,-30.05771900000
Patagona gigas,-71.00875800000,-30.04532200000
Patagona gigas,-71.00841300000,-30.01222100000
Patagona gigas,-71.00803100000,-30.01926600000
Patagona gigas,-71.00602800000,-30.00007800000
Patagona gigas,-71.00556000000,-33.01016000000
Patagona gigas,-71.00470100000,-33.71556500000
Patagona gigas,-71.00429500000,-33.05500400000
Patagona gigas,-71.00342100000,-33.41349000000
Patagona gigas,-71.00248200000,-33.84395400000
Patagona gigas,-71.00206400000,-33.93282100000
Patagona gigas,-71.00003200000,-30.07286200000
Patagona gigas,-70.99967000000,-33.84550700000
Patagona gigas,-70.99876400000,-31.57696700000
Patagona gigas,-70.99712800000,-33.19876400000
Patagona gigas,-70.99594400000,-33.22873900000
Patagona gigas,-70.99500400000,-33.00277900000
Patagona gigas,-70.98913300000,-34.60916600000
Patagona gigas,-70.98867900000,-34.02609100000
Patagona gigas,-70.98815900000,-35.60350900000
Patagona gigas,-70.98259000000,-33.86069700000
Patagona gigas,-70.98110700000,-33.88590300000
Patagona gigas,-70.97751600000,-33.88523700000
Patagona gigas,-70.97670100000,-33.21768700000
Patagona gigas,-70.97661600000,-30.69933300000
Patagona gigas,-70.97651500000,-32.98883200000
Patagona gigas,-70.97631400000,-33.17879600000
Patagona gigas,-70.97595100000,-30.01867900000
Patagona gigas,-70.97318200000,-33.29043200000
Patagona gigas,-70.97097500000,-29.97318400000
Patagona gigas,-70.96989100000,-33.71325100000
Patagona gigas,-70.96975600000,-33.18476100000
Patagona gigas,-70.96917000000,-33.18525000000
Patagona gigas,-70.96635600000,-34.22201000000
Patagona gigas,-70.96584300000,-33.92114100000
